code;description;cost;price;minimum_stock;intial_stock;size_id
196148715347;JOGGER JORDAN FLIGT DE MUJER ;0;70;1;1;113
196155372618;JOGGER JORDAN FLITHS ;0;189;1;99;1
195244667697;JOGGER JORDAN JUMPMAN ;0;133;1;99;3
195871676918;JOGGER JORDAN JUMPMAN CREMA;0;100;1;99;1
195871676925;JOGGER JORDAN JUMPMAN CREMA;0;100;1;100;2
195871676932;JOGGER JORDAN JUMPMAN CREMA;0;100;1;99;3
195871676949;JOGGER JORDAN JUMPMAN CREMA;0;100;1;99;4
196151066238;JOGGER JORDAN LOGOS;0;121;1;99;1
196151066252;JOGGER JORDAN LOGOS;0;121;1;99;3
195244667970;JOGGER JORDAN MOSTAZA ;0;115;1;99;15
8888;JOGGER JORDAN PLOMO;0;72;1;99;1
196155369618;JOGGER JORDAN PLOMO ;0;140;1;1;2
195238709433;JOGGER JORDAN ROJO ;0;100;1;99;2
196156354859;JOGGER JORDAN SPORT JAM;0;108;1;99;3
196153040151;JOGGER MUJER MORADO;0;96;1;100;22
196154954617;JOGGER NEGRO NIKE;0;110;1;99;4
196149257372;JOGGER NIKE;0;80;1;99;1
DX0594-010;JOGGER NIKE CORTAVIENTO;0;185;1;100;3
196153454491;JOGGER NIKE CORTAVIENTO;0;185;1;99;2
195740796037;JOGGER NIKE CREMA;0;124;1;99;1
195740796020;JOGGER NIKE CREMA;0;124;1;99;2
195740796051;JOGGER NIKE CREMA;0;124;1;99;3
196149331102;JOGGER NIKE MUJER;0;90;1;99;2
196149331096;JOGGER NIKE MUJER;0;87;1;100;1
123456;JOGGER NIKE MUJER;0;80;1;98;2
17254;JOGGER PUMA ;0;90;1;99;15
195098916286;JOGGER PUMA BLACK FIVES ;0;110;1;99;4
194580280980;JOGGER PUMA BMW ;0;109;1;99;3
194580258989;JOGGER PUMA BMW ;0;90;1;99;113
195098206660;JOGGER PUMA BMW ;0;80;1;99;113
4065449034708;JOGGER PUMA FERRARI;0;112;1;100;3
4065449034692;JOGGER PUMA FERRARI;0;112;1;99;2
194580204511;JOGGER PUMA VERDE;0;102;1;99;4
195105597545;JOGGER TOMMY HILFIGER DAMA ;0;65;1;99;1
DQ8088-010;JOGGUER JORDAN AIR;0;160;1;99;2
825664030336;JOGGUER JORDAN DE NIÑO ;0;80;1;100;3
196153627550;JOGGUER NIKE;0;130;1;99;4
195240924718;JORDAN 1 MID ;0;252;1;99;6
195866347946;JORDAN 6-17-23;0;196;1;99;56
195866347540;JORDAN 6-17-23;0;261;1;99;8
195866347557;JORDAN 6-17-23;0;261;1;100;36
195868358537;JORDAN AIR AIR;0;75;1;99;1
196152893970;JORDAN HYDRO XI;0;185;1;1;25
196152220912;JORDAN JUMPMAN PRO;0;162;1;99;20
195869251769;JORDAN LEGACY 312 LOW;0;158;1;99;56
195869251745;JORDAN LEGACY 312 LOW;0;158;1;99;57
195869251783;JORDAN LEGACY 312 LOW;0;158;1;99;6
196609060979;JORDAN MAX AURA 5;0;252;1;99;13
196608222675;JORDAN PRO STRONG;0;259;1;99;36
196608222668;JORDAN PRO STRONG;0;259;1;99;8
196608222682;JORDAN PRO STRONG;0;259;1;99;47
196604758727;JORDAN PRO STRONG;0;228;1;1;37
196153299542;JORDAN RETRO 11 NEGRO;0;299;1;99;48
196154214087;JORDAN STAY LOYAL 2;0;205;1;99;41
196154213509;JORDAN STAY LOYAL 2;0;158;1;100;56
196154213486;JORDAN STAY LOYAL 2;0;158;1;99;57
195244322589;LEBRON WITNESS VI ;0;180;1;99;20
196148701012;LEGGIN JORDAN NEGRO;0;75;1;100;22
196151497834;LEGGIN NIKE;0;69;1;99;22
195870924966;LEGGINS;0;60;1;99;22
194817136004;LEGGINS AIDDAS ;0;40;1;99;22
883849257633;MALETIN TOMMY HILFIGER;0;121;1;95;15
011528178287;MALETIN TOMMY HILFIGER ;0;121;1;99;15
190231736370;MINI CARTERA GUESS BOUTIQUE ;0;256;1;1;15
190231718765;MINI CARTERA GUESS NEGRA ;0;179;1;99;15
000;MOCHILA JORDAN RETRO  11;0;151;1;100;15
889532682973;MONEDERO  COACH VAINILLA 58035;0;108;1;97;15
193971175539;MONEDERO COACH 58035;0;108;1;99;15
196395096619;MONEDERO COACH CJ792;0;108;1;99;15
196395080359;MONEDERO COACH CK358;0;108;1;99;15
193600691287;MONEDERO MICHAEL KORS ;0;140;1;99;15
196805932841;MONEDERO TOMMY ;0;70;1;99;15
190231689324;MORRAL GUESS LOGOS GRANDES ;0;207;1;99;15
196805672389;NESESER TOMMY HILFIGER;0;85;1;99;15
196149212180;NIKE AIR FLIGTH MID;0;234;1;99;46
196152633118;NIKE AIR FORCE 1;0;229;1;99;45
196604382151;NIKE AIR FORCE 1;0;290;1;99;41
196609181513;NIKE AIR FORCE 1 ´07;0;335;1;99;41
196609181537;NIKE AIR FORCE 1 ´07;0;335;1;98;23
196609181520;NIKE AIR FORCE 1 ´07;0;335;1;99;25
196609181544;NIKE AIR FORCE 1 ´07;0;335;1;97;18
196153202283;NIKE AIR FORCE 1 BLANCA;0;312;1;99;18
19660438217542;NIKE AIR FORCE 1 BLANCO CON VERDE;0;290;1;100;23
196604382168;NIKE AIR FORCE 1 BLANCO CON VERDE;0;290;1;99;25
196155288674;NIKE AIR FORCE 1 CELESTES;0;245;1;99;45
196155288698;NIKE AIR FORCE 1 CELESTES;0;245;1;99;36
196155288704;NIKE AIR FORCE 1 CELESTES;0;245;1;99;47
196604451956;NIKE AIR FORCE 1 LOW RETRO;0;257;1;99;25
196604451949;NIKE AIR FORCE 1 LOW RETRO;0;257;1;99;41
196605990102;NIKE AIR FORCE 1 LOW RETRO VERDE;0;257;1;99;25
196154799805;NIKE AIR FORCE 1 LV8 ;0;216;1;99;45
196605898323;NIKE AIR FORCE 1 LV8 BG;0;233;1;99;8
196605898330;NIKE AIR FORCE 1 LV8 BG;0;233;1;99;37
196605898347;NIKE AIR FORCE 1 LV8 BG;0;233;1;99;47
196154807043;NIKE AIR FORCE 1 LV8 BG;0;233;1;99;47
194500875180;NIKE AIR FORCE 1 MID '07;0;300;1;99;25
194500875241;NIKE AIR FORCE 1 MID '07;0;300;1;100;48
194500875197;NIKE AIR FORCE 1 MID '07;0;300;1;99;23
194500875203;NIKE AIR FORCE 1 MID '07;0;300;1;99;18
194500875234;NIKE AIR FORCE 1 MID '07;0;300;1;100;58
196153202429;NIKE AIR FORCE 1 VERDE;0;265;1;99;41
196153202436;NIKE AIR FORCE 1 VERDE;0;265;1;99;25
196153202443;NIKE AIR FORCE 1 VERDE;0;265;1;99;23
196153202467;NIKE AIR FORCE 1 VERDE;0;265;1;99;44
196153202474;NIKE AIR FORCE 1 VERDE;0;265;1;100;46
196149540559;NIKE AIR FORCE AMARILLA;0;275;1;99;20
196153202450;NIKE AIR FORCE VERDE;0;265;1;99;18
196152213228;NIKE AIR HUARACHE CRATER;0;200;1;99;46
196149185118;NIKE AIR HUARACHE CRATER PRM;0;204;1;99;41
196154136532;NIKE AIR HUARACHE PRM;0;210;1;99;23
196155406955;NIKE AIR MAX 270;0;234;1;99;44
196155406900;NIKE AIR MAX 270;0;234;1;99;20
196155406948;NIKE AIR MAX 270;0;234;1;99;18
196155406962;NIKE AIR MAX 270;0;234;1;100;46
196609222438;NIKE AIR MAX 90 NN GS ;0;239;1;99;20
196609222421;NIKE AIR MAX 90 NN GS ;0;239;1;99;13
194495075619;NIKE AIR MAX 95 RECRAFT;0;176;1;99;20
194495075602;NIKE AIR MAX 95 RECRAFT;0;176;1;99;13
194495075572;NIKE AIR MAX 95 RECRAFT;0;176;1;99;47
194495075565;NIKE AIR MAX 95 RECRAFT;0;176;1;99;36
196604345880;NIKE AIR MAX 97;0;310;1;99;18
196604345866;NIKE AIR MAX 97 ;0;310;1;99;25
196604178839;NIKE AIR MAX ALPHA TRAINER 5;0;280;1;100;23
196604179355;NIKE AIR MAX ALPHA TRAINER 5;0;280;1;99;18
194501089302;NIKE AIR MAX INFINITY 2;0;225;1;99;46
196149820491;NIKE AIR MAX UPTEMPO MORE;0;256;1;99;47
196149820514;NIKE AIR MORE UPTEMPO MORADA;0;256;1;99;37
196604409858;NIKE AIR TRAINER 1 ;0;252;1;99;46
196151991141;NIKE BURROW SE;0;87;1;100;18
196151991158;NIKE BURROW SE;0;87;1;99;46
196151991134;NIKE BURROW SE ;0;87;1;100;25
195237031689;NIKE COURT VISION LO NN;0;150;1;99;23
195237031658;NIKE COURT VISION LO NN;0;150;1;99;20
195237031665;NIKE COURT VISION LO NN;0;150;1;99;41
196153307117;NIKE DUNK HI RETRO SE;0;345;1;100;46
196153307100;NIKE DUNK HI RETRO SE;0;345;1;99;44
196153307094;NIKE DUNK HI RETRO SE;0;345;1;99;18
196153307087;NIKE DUNK HI RETRO SE;0;345;1;99;23
196153307070;NIKE DUNK HI RETRO SE;0;345;1;99;25
196153307056;NIKE DUNK HI RETRO SE;0;345;1;99;20
887231248209;NIKE EBERNON LOW BLANCA;0;120;1;99;41
191887843160;NIKE EBERNON MID;0;280;1;99;25
191887843153;NIKE EBERNON MID;0;280;1;99;41
193151646767;NIKE FLIGHT LEGACY;0;195;1;99;59
196149210582;NIKE JORDAN 1 ELEVATE LOW;0;250;1;99;36
196149210605;NIKE JORDAN 1 ELEVATE LOW;0;250;1;99;12
196149210568;NIKE JORDAN 1 ELEVATE LOW;0;250;1;99;45
196151894855;NIKE KYRIE FLYTRAP VI;0;245;1;99;23
196151894848;NIKE KYRIE FLYTRAP VI;0;245;1;99;25
"195868956108			";"NIKE REACT MILER 3	";0;180;1;99;18
196154870825;NIKE WAFFLE ONE L TR;0;174;1;100;46
196152250049;NKE BLAZER MID '77 PRO CLUB;0;265;1;99;20
196152250063;NKE BLAZER MID '77 PRO CLUB;0;265;1;99;25
196152250087;NKE BLAZER MID '77 PRO CLUB;0;265;1;100;18
196152250070;NKE BLAZER MID '77 PRO CLUB;0;265;1;99;23
196152250056;NKE BLAZER MID '77 PRO CLUB;0;265;1;99;41
194999297920;PACK 4 BOXER TH;0;87;1;99;3
194999088917;PACK DE 3 BOXER TH;0;77;1;100;2
194999088924;PACK DE 3 BOXER TH;0;77;1;99;3
194999306332.00;PACK DE 3 BOXER TH ;0;88;1;99;3
631620650704;PACK DE 3 BOXER TH ;0;75;1;99;113
194999297968;PACK DE 4 BOXER TH;0;87;1;99;2
194999297975;PACK DE 4 BOXER TH;0;87;1;99;3
194999312272;PACK DE 4 BOXER TH ;0;85;1;100;2
194999312289;PACK DE 4 BOXER TH ;0;85;1;99;3
194999312296;PACK DE 4 BOXER TH ;0;85;1;99;4
P448000661;PANTALON JEAN FASHION MODA;0;67;1;100;60
196149324302;PANTALON NIKE WOMENS ;0;90;1;99;22
196151987939;PANTUFLAS NIKE BURROW;0;75;1;99;23
196151987953;PANTUFLAS NIKE BURROW;0;75;1;99;48
196151987922;PANTUFLAS NIKE BURROW ;0;75;1;99;25
196151987915;PANTUFLAS NIKE BURROW ;0;75;1;100;20
196151987946;PANTUFLAS NIKE BURROW ;0;75;1;99;46
196151987687;PANTUFLAS NIKE BURROW ;0;75;1;99;61
196155705478;PECHERA NIKE AIR MAX LOGO GRANDE;0;93;1;99;15
807421830984;PLY VESTIDO JORDAN 23;0;40;1;99;3
195242551875;POLE NIKE AZUL ;0;110;1;99;2
195733572594;POLERA ADIDAS TREBOL ;0;90;1;99;113
825664551725;POLERA AIR JORDAN NIÑA;0;54;1;100;1
196805298855;POLERA BLANCA JEANS;0;133;1;99;4
797762046291;POLERA CALVIN KLEIN ;0;152;1;99;113
797762046284;POLERA CALVIN KLEIN ;0;152;1;99;1
719240810347;POLERA CALVIN KLEIN ;0;122;1;99;113
196745988403;POLERA CALVIN KLEIN MUJER;0;103;1;99;2
"196745988427	";POLERA CALVIN KLEIN MUJER;0;103;1;99;22
71924011131400;POLERA CALVIN KLIEN PLOMA ;0;133;1;99;113
196062081979;POLERA CHAMPION ;0;90;1;99;2
196294562901;POLERA CHICAGO BULLS;0;118;1;99;15
196294562918;POLERA CHICAGO BULLS MUJER;0;118;1;99;1
196294562932;POLERA CHICAGO BULLS ROJA ;0;118;1;99;22
7621701485427;POLERA DE MUJER GUESS BLANCA;0;118;1;99;22
7621701485434;POLERA GUESS DAMA ;0;118;1;99;1
76217014854344;POLERA GUESS MUJER ;0;118;1;99;1
196150807757;POLERA JORDAN;0;219;1;99;1
196148703412;POLERA JORDAN;0;72;1;99;22
196976098421;POLERA JORDAN;0;133;1;1;2
196976099480;POLERA JORDAN;0;133;1;1;1
195244654512;POLERA JORDAN ;0;134;1;99;5
196151013775;POLERA JORDAN ;0;155;1;99;113
195871657177;POLERA JORDAN ;0;142;1;99;1
196156369129;POLERA JORDAN 23;0;250;1;99;1
196156369143;POLERA JORDAN 23;0;250;1;99;3
196156369136;POLERA JORDAN 23 ;0;250;1;99;15
195243912125;POLERA JORDAN AIR ;0;175;1;99;3
196152478092;POLERA JORDAN AIR ;0;185;1;99;113
825664609136;POLERA JORDAN AIR DE  NIÑO ;0;98;1;99;3
196152478085;POLERA JORDAN AIR DE COLORES ;0;185;1;99;113
825664609112;POLERA JORDAN AIR DE NIÑO ;0;98;1;99;1
400589884426;POLERA JORDAN AIR DE NIÑO DE 12 - 13 AÑOS;0;72;1;100;3
195871672453;POLERA JORDAN AIR FLIGHT PARLANTE;0;165;1;99;4
195868336986;POLERA JORDAN AJ11;0;146;1;99;4
195871657467;POLERA JORDAN AMARILLA ;0;108;1;100;2
195871657498;POLERA JORDAN AMARILLA ;0;108;1;99;5
195871657481;POLERA JORDAN AMARILLA ;0;108;1;99;4
196150996628;POLERA JORDAN AZUL;0;122;1;99;3
196150996635;POLERA JORDAN AZUL;0;122;1;99;4
196148703337;POLERA JORDAN DAMA;0;72;1;99;2
196148703313;POLERA JORDAN DAMA ;0;72;1;99;22
196148703429;POLERA JORDAN DAMA ;0;72;1;99;1
195871641206;POLERA JORDAN DRI FIT AMARILLA;0;112;1;99;2
195871641213;POLERA JORDAN DRI FIT AMARILLA;0;112;1;100;3
195871641190;POLERA JORDAN DRI FIT AMARRILLA;0;112;1;99;1
196150807863;POLERA JORDAN FLIGH CREMA ;0;155;1;99;5
196152450685;POLERA JORDAN FLIGHT;0;57;1;99;1
195871685019;POLERA JORDAN FLIGHT ;0;190;1;99;2
195244954780;POLERA JORDAN FLIGHT NEGRA;0;220;1;99;113
196150807849;POLERA JORDAN FLIGTH ;0;155;1;99;113
196150807856;POLERA JORDAN FLIGTH ;0;155;1;99;113
825664607620;POLERA JORDAN GS;0;97,3;1;99;2
825664607644;POLERA JORDAN GS;0;97,3;1;100;4
825664607637;POLERA JORDAN GS;0;97,3;1;100;3
195871657313;POLERA JORDAN JUMPMAN AZUL;0;110;1;99;1
66565;POLERA JORDAN JUMPMAN AZUL;0;110;1;100;2
195871657351;POLERA JORDAN JUMPMAN AZUL;0;110;1;99;5
196152659408;POLERA JORDAN LOGO VERDE ;0;147;1;99;2
196155381764;POLERA JORDAN MENS ;0;148;1;99;1
195871660559;POLERA JORDAN NEGRA;0;144;1;99;1
195871660566;POLERA JORDAN NEGRA;0;144;1;99;2
195871660597;POLERA JORDAN NEGRA;0;144;1;99;5
196148769944;POLERA JORDAN NEGRA ;0;193;1;99;3
195868360493;POLERA JORDAN PARIS BLANCA;0;240;1;99;2
195868360509;POLERA JORDAN PARIS BLANCA;0;240;1;99;3
195868360486;POLERA JORDAN PARIS BLANCA ;0;239;1;99;1
807421563417;POLERA JORDAN PARIS DE NIÑO ;0;120;1;99;113
195868360042;POLERA JORDAN PARIS PLOMA;0;180;1;99;2
195868360035;POLERA JORDAN PARIS PLOMA;0;180;1;99;1
195868360066;POLERA JORDAN PARIS PLOMA;0;180;1;99;4
194830870619;POLERA JORDAN PLOMA ;0;80;1;99;113
400589884334;POLERA JORDAN PLOMA NIÑO;0;72;1;100;2
195244954773;POLERA JORDAN PREMIUM;0;197;1;99;1
195868350869;POLERA JORDAN ROJO ;0;60;1;99;5
195868350821;POLERA JORDAN ROJO ;0;60;1;98;1
195868350838;POLERA JORDAN ROJO ;0;60;1;99;2
195243574859;POLERA JORDAN VERDE ;0;110;1;99;1
195244660513;POLERA JUMPMAN FLEECE ;0;134;1;99;5
196155373547;POLERA NEGRA JORDAN;0;178;1;99;4
196805926161;POLERA NEGRA TH VERDE;0;150;1;99;2
196155537031;POLERA NIKE;0;156;1;99;2
196155407464;POLERA NIKE;0;87;1;99;4
195871048944;POLERA NIKE ;0;115;1;99;1
196152835369;POLERA NIKE ;0;141;1;99;113
195244903757;POLERA NIKE ;0;100;1;98;113
194495198578;POLERA NIKE ;0;75;1;99;1
196605804584;POLERA NIKE AIR VERDE;0;99;1;99;4
196605804546;POLERA NIKE AIR VERDE;0;99;1;99;2
196605804560;POLERA NIKE AIR VERDE;0;99;1;99;3
195245692483;POLERA NIKE AZUL;0;103;1;99;1
195245692568;POLERA NIKE AZUL;0;103;1;99;3
196154945820;POLERA NIKE BLANCA;0;133;1;99;4
196154945837;POLERA NIKE BLANCA ;0;133;1;99;5
196154945660;POLERA NIKE BORDADO;0;119;1;99;2
196153892019;POLERA NIKE CREMA ;0;87;1;99;4
196153458376;POLERA NIKE DE NIÑA ;0;63;1;99;2
196148637083;POLERA NIKE FORCE;0;125;1;99;2
196148637137;POLERA NIKE FORCE;0;125;1;99;4
196148637106;POLERA NIKE FORCE;0;125;1;99;3
196151974731;POLERA NIKE LOGOS VARIOS ;0;151;1;99;3
196151974694;POLERA NIKE MENS ;0;151;1;99;2
196150737740;POLERA NIKE NEGRA;0;109;1;99;3
196150737733;POLERA NIKE NEGRA;0;109;1;99;2
196150737757;POLERA NIKE NEGRA;0;109;1;99;4
196150737726;POLERA NIKE NEGRA;0;109;1;99;1
194495198592;POLERA NIKE NEGRA ;0;75;1;99;113
196147170253;POLERA NIKE NEGRA DE HOMBRE;0;117;1;99;1
196147170338;POLERA NIKE NEGRA HOMBRE;0;117;1;99;3
196149789477;POLERA NIKE SIN CAPUCHA;0;90;1;99;2
196149789460;POLERA NIKE SIN CAPUCHA;0;90;1;99;1
196148637069;POLERA NKE FORCE;0;125;1;99;1
790812840252;POLERA PARA DORMIR CALVIN KLIEN PELUCHE ;0;90;1;100;3
194580259023;POLERA PUMA BMW ;0;115;1;99;2
194580259047;POLERA PUMA BMW ;0;90;1;99;113
194580259030;POLERA PUMA BMW NEGRA;0;115;1;99;4
194580259016;POLERA PUMA BMW NEGRA ;0;115;1;99;15
195098206608;POLERA PUMA BMW PLOMA ;0;103;1;99;113
195098916194;POLERA PUMA FIVESS ;0;110;1;99;4
196745620327;POLERA ROSADA CALVIN KLEIN;0;79;1;99;3
123456789;POLERA TH LOGO AZUL ATRAS;0;139;1;99;4
196805926147;POLERA TH MENS;0;150;1;99;3
195242551882;POLERA THERMAN NIKE AZUL ;0;142;1;99;113
196038998102;POLERA TOMMY HIFIGER CUELLO CAMISERO ;0;155;1;99;1
196805681855;POLERA TOMMY HILFIGER;0;143;1;100;22
196805681831;POLERA TOMMY HILFIGER;0;143;1;100;1
196805681602;POLERA TOMMY HILFIGER;0;143;1;99;2
195105207284;POLERA TOMMY HILFIGER ;0;140;1;99;113
196805317334.00;POLERA TOMMY HILFIGER ;0;188;1;99;1
196805592564;POLERA TOMMY HILFIGER BLANCA ;0;168;1;99;113
196805592434;POLERA TOMMY HILFIGER LOGO GRADE ATRAS;0;160;1;99;2
196805592427;POLERA TOMMY HILFIGER LOGO GRANDE ;0;160;1;99;3
196805924594;POLERA TOMMY JEANS;0;153;1;100;4
196805924532;POLERA TOMMY JEANS;0;153;1;99;3
196038998096;POLERA TOMMY JEANS CUELLO CAMISERO ;0;155;1;99;113
825664579873;POLI VESTIDO JORDAN AIR ;0;40;1;99;2
825664579897;POLI VESTIDO JORDAN AIR ;0;40;1;99;3
807421830977;POLI VESTIDO JORDAN AIR ;0;40;1;99;2
807421830960;POLI VESTIDO JORDAN AIR ;0;40;1;100;1
631620515126;POLO  TOMMY HILFIGER BLANCO ;0;76;1;99;3
195743683846;POLO ADIDAS;0;64;1;99;4
195747840337;POLO ADIDAS CAMISERO;0;86;1;99;4
196470347179;POLO ADIDAS CAMISERO BLANCO;0;58;1;99;1
194826067344;POLO ADIDAS CUELLO CAMISERO;0;85;1;99;1
195745064094;POLO ADIDAS NEGRO ;0;72;1;1;113
195745806618;POLO ADIDAS NEGRO ;0;81;1;1;113
196463983995;POLO ADIDAS PALO ROSA;0;65;1;99;4
196806487807;POLO AMARILLO CALVIN KLEIN;0;78;1;99;1
196806487814;POLO AMARILLO CALVIN KLEIN;0;78;1;99;2
8054703933334;POLO ARMANI EXCHANGE;0;118;1;1;4
8054709097450;POLO ARMANI EXCHANGE ;0;128;1;1;4
196156367477;POLO BLANCO JORDAN AIR;0;105;1;99;4
196156367453;POLO BLANCO JORDAN AIR;0;105;1;99;2
196154004077;POLO BLANCO NIKE ;0;54;1;99;22
196805321683;POLO BLANCO TH ;0;71;1;100;1
719240818145;POLO CALVIN KLEIN;0;60;1;99;1
197316036684;POLO CALVIN KLEIN;0;78;1;96;2
197316036677;POLO CALVIN KLEIN;0;78;1;99;1
196806947110;POLO CALVIN KLEIN;0;81;1;99;3
196806947097;POLO CALVIN KLEIN;0;81;1;99;1
196806947127;POLO CALVIN KLEIN;0;81;1;99;4
196806947103;POLO CALVIN KLEIN;0;81;1;99;2
196805680728;POLO CALVIN KLEIN ;0;50;1;99;1
196806838326;POLO CALVIN KLEIN BLANCO;0;83;1;99;1
196806838333;POLO CALVIN KLEIN BLANCO;0;83;1;99;2
196806838340;POLO CALVIN KLEIN BLANCO;0;83;1;99;3
196806838357;POLO CALVIN KLEIN BLANCO;0;83;1;99;4
013283818354;POLO CALVIN KLEIN BLANCO ;0;80;1;99;1
196807314676;POLO CALVIN KLEIN PLOMO;0;52;1;99;1
196807314690;POLO CALVIN KLEIN PLOMO;0;52;1;99;3
196807314706;POLO CALVIN KLEIN PLOMO;0;52;1;99;4
797762021748;POLO CALVIN KLIEN BLANCO LOGO BORROSO;0;85;1;99;1
008763693774;POLO CAMISERO ROJO ;0;82;1;99;22
196805805619;POLO CAMISERO TOMMY HILFIGER;0;100;1;99;3
196805805640;POLO CAMISERO TOMMY HILFIGER;0;100;1;99;2
196805805664;POLO CAMISERO TOMMY HILFIGER;0;100;1;99;1
442244;POLO CAMISERO TOMMY HILFIGER ;0;82;1;99;1
196805251058;POLO CAMISERO TOMMY HILFIGER BLANCO;0;88;1;100;22
197232352622;POLO CAMISERO TOMMY HILFIGER BLANCO;0;134;1;99;1
197232352639;POLO CAMISERO TOMMY HILFIGER BLANCO;0;134;1;100;4
197232352202;POLO CAMISERO TOMMY HILFIGER BLANCO;0;134;1;99;3
197232352615;POLO CAMISERO TOMMY HILFIGER BLANCO  ;0;134;1;99;2
197232061715;POLO CAMISERO TOMMY HILFIGER R/B;0;134;1;100;4
196805251584;POLO CAMISERO TOMMY JEANS CELESTE;0;88;1;100;22
196805251546;POLO CAMISERO TOMMY JEANS CELESTE;0;88;1;99;1
194959906152;POLO CHAMPION BLANCO ;0;40;1;99;1
194959906183;POLO CHAMPION BLANCO ;0;40;1;99;4
43434343;POLO CROP JORDAN ;0;53;1;99;1
196805677636;POLO CROP TH ;0;70;1;99;1
7624926824767;POLO GUESS;0;79;1;99;2
7622336927863;POLO GUESS ;0;80;1;99;113
7624926015998;POLO GUESS AZUL;0;66;1;99;4
7624926015974;POLO GUESS AZUL;0;66;1;100;2
7624926015981;POLO GUESS AZUL;0;66;1;99;3
7622078568669;POLO GUESS BLANCO ;0;98;1;99;15
7622336927030;POLO GUESS BLANCO ;0;80;1;99;3
7619342327121;POLO GUESS BLANCO ;0;80;1;98;2
7622336853681;POLO GUESS BLANCO ;0;102;1;99;113
7621701162465;POLO GUESS BLANCO CON RAYAS ;0;86;1;99;4
7621701162458;POLO GUESS BLANCO CON RAYAS ;0;86;1;99;3
7624926088534;POLO GUESS BLANCO CUELLO NEGRO;0;85;1;97;2
7621701224156;POLO GUESS BLANCO CUELLO ROJO;0;86;1;99;2
7621701224163;POLO GUESS BLANCO CUELLO ROJO;0;86;1;99;3
7622336927481;POLO GUESS BLANCO LEON ;0;85;1;99;2
"7622336927498	";POLO GUESS BLANCO LEON ;0;85;1;99;3
196826907576;POLO GUESS BLANCO Y ROJA DAMA;0;205;1;99;113
7621826188890;POLO GUESS CREMA ;0;75;1;99;1
7621826188906;POLO GUESS CREMA ;0;75;1;99;2
7621826188913;POLO GUESS CREMA ;0;75;1;99;3
7621826188920;POLO GUESS CREMA ;0;75;1;99;4
7621701229922;POLO GUESS DE DAMA BLANCO;0;99;1;99;2
7624926021876;POLO GUESS DE MARIPOSAS ;0;70;1;100;113
7622078001449;POLO GUESS DETALLE EN EL PECHO NEGRO ;0;93;1;100;2
7621701229403;POLO GUESS DETALLES DE PIEDRITAS ;0;70;1;100;113
7621701229410;POLO GUESS DETALLES DE PIEDRITAS ;0;70;1;99;1
7621701229427;POLO GUESS DETALLES DE PIEDRITAS ;0;70;1;100;2
7626101626951;POLO GUESS LOGO BORDADO AMARILLO;0;79;1;99;2
7626101626975;POLO GUESS LOGO BORDADO DORADO;0;79;1;99;4
7626101626968;POLO GUESS LOGO BORDADO DORADO;0;79;1;99;3
7626101626944;POLO GUESS LOGO BORDADO DORADO;0;79;1;99;1
7622336853711;POLO GUESS LOGO NEGRO BLANCO ;0;103;1;99;113
7624926824774;POLO GUESS LOGOS ;0;73;1;98;3
7622336808551;POLO GUESS LOS ANGELES BORADO BLANCO ;0;70;1;100;113
7622336808445;POLO GUESS LOS ANGELES BORDADO ;0;70;1;99;2
7622336808421;POLO GUESS LOS ANGELES BORDADO ;0;70;1;100;113
7622336853810;POLO GUESS LOS ANGELES NEGRO;0;106;1;99;2
7622336853827;POLO GUESS LOS ANGELES NEGRO;0;106;1;99;3
7622336807592;POLO GUESS LOVE BLANCO ;0;70;1;100;113
7621701089496;POLO GUESS MANGA LARGA ;0;83;1;99;113
7622336853759;POLO GUESS MARRON;0;102;1;99;2
7621701224026;POLO GUESS MARRON ;0;87;1;99;1
7621701224033;POLO GUESS MARRON ;0;87;1;99;2
7621701224057;POLO GUESS MARRON ;0;87;1;100;4
7624926021890;POLO GUESS MUJER ;0;70;1;99;2
7624926809825;POLO GUESS NEGRO ;0;70;1;100;113
7619342327190;POLO GUESS NEGRO CUADRO;0;80;1;99;3
7622336927566;POLO GUESS NEGRO LEON ;0;85;1;99;4
7622336927900;POLO GUESS ROJO;0;80;1;99;2
7622336927924;POLO GUESS ROJO;0;80;1;99;4
7622336927917;POLO GUESS ROJO ;0;80;1;99;113
7619342327145;POLO GUESS TRIDIMENCIONAL ;0;76;1;1;113
7622336927016;POLO GUESS TRIDIMENCIONAL BLANCO;0;86;1;99;1
7619342327138;POLO GUESS TRIDIMENDICIONAL ;0;85;1;98;3
7622336927153;POLO GUESS TRIDIMENSIONAL NEGRO ;0;86;1;99;113
7624926811750;POLO GUESS VERDE MILITAR;0;80;1;99;2
7624926811774;POLO GUESS VERDE MILITAR;0;80;1;99;4
195738130942;POLO HIIT IN TK ADIDAS;0;60;1;1;2
195738130935;POLO HIIT SPIN TK ADIDAS;0;60;1;1;1
196152450791;POLO JIRDAN FLIGHT BLANCO MUJER ;0;58;1;1;113
196151115066;POLO JORAN FLIGHT ROJO;0;81;1;99;113
196155347050;POLO JORDAN;0;70;1;99;5
196607660928;POLO JORDAN;0;95;1;99;5
196607660898;POLO JORDAN ;0;95;1;99;113
196607660911;POLO JORDAN ;0;87;1;99;113
196327221713;POLO JORDAN ;0;56;1;99;1
196607660935;POLO JORDAN ;0;95;1;99;5
825663707376;POLO JORDAN ;0;68;1;99;4
